Date_Time,Temperature (°C),Humidity (%),Occupancy,Appliance Usage (kWh),Historical Energy Consumption (kWh),Weather Condition,Block,Energy Consumption (kWh)
26/06/2020 22:00,12.66,66.21,10,1.2,49.97,Rain,MOQ 17,38.72
26/06/2020 23:00,12.06,74.48,1,1.19,69.01,Cloudy,SNCO 7B,29.62
27/06/2020 00:00,33.29,38.4,7,2.19,53.01,Rain,CBQ 13,36.63
27/06/2020 01:00,30.45,63.68,5,2.11,56.59,Windy,MOQ 8,16.29
27/06/2020 02:00,33.2,50.8,3,4.7,59.36,Cloudy,MOQ 16,17.55
27/06/2020 03:00,15.02,67.72,10,1.84,29.7,Cloudy,MOQ 16,29.7
27/06/2020 04:00,12.88,58.63,3,1.59,26.25,Clear,SOQ 3,31.5
27/06/2020 05:00,32.62,44.94,0,2.46,62.29,Clear,CBQ 16,34.69
27/06/2020 06:00,10.59,53.73,3,2.3,44.04,Windy,SNCO 2A,16.76
27/06/2020 07:00,25.07,48.06,6,2.48,67.5,Cloudy,SOQ 2,25.62
27/06/2020 08:00,25.39,79.89,5,4.43,24.48,Windy,CBQ 10,20.72
27/06/2020 09:00,32.22,65.72,1,1.29,69.47,Windy,MOQ 16,20.05
27/06/2020 10:00,32.51,79.11,6,4.96,57.07,Rain,SNCO 7B,29.87
27/06/2020 11:00,26.53,53.42,3,3.67,45.62,Windy,SNCO 3B,16.12
27/06/2020 12:00,15.27,54.85,6,2.58,27.72,Rain,SOQ 14,34.53
27/06/2020 13:00,31.46,61.67,4,0.95,68.64,Windy,SOQ 11,25.33
27/06/2020 14:00,19.31,46.44,8,0.84,32.64,Rain,CBQ 11,22.4
27/06/2020 15:00,28.23,72.6,6,2.78,48.39,Clear,SOQ 13,19.28
27/06/2020 16:00,17.13,55.92,0,1.93,24.74,Rain,SOQ 15,19.5
27/06/2020 17:00,31.88,37.64,8,0.65,26.69,Clear,MOQ 10,21.33
27/06/2020 18:00,16.58,57.96,1,2.37,68.54,Clear,CBQ 30,35.9
27/06/2020 19:00,26.45,70.96,5,3.67,22.67,Rain,MOQ 12,24.71
27/06/2020 20:00,21.18,69.81,1,0.75,41.18,Cloudy,MOQ 16,24.64
27/06/2020 21:00,24.88,52.4,9,4.82,24.53,Cloudy,CBQ 2,37.41
27/06/2020 22:00,14.02,76.81,5,4.18,47.51,Cloudy,CBQ 12,29.73
27/06/2020 23:00,27.93,58.65,6,4.16,23.53,Rain,MOQ 3,25.06
28/06/2020 00:00,14.66,60.26,2,4.06,68.85,Windy,SOQ 4,37.62
28/06/2020 01:00,33.12,41.33,10,4.16,35.7,Windy,CBQ 29,25.27
28/06/2020 02:00,27.75,34.38,4,3.24,30.59,Rain,CBQ 22,30.7
28/06/2020 03:00,27.03,52.67,10,3.95,49.87,Clear,SNCO 2A,31.75
28/06/2020 04:00,29.11,79.77,9,2.19,27.15,Rain,CBQ 15,38.95
28/06/2020 05:00,27.01,78.76,6,4.49,61.05,Clear,MOQ 10,20.39
28/06/2020 06:00,17.09,40.72,7,4.85,31.94,Rain,SNCO 10A,35.65
28/06/2020 07:00,23.71,47.69,0,4.53,55.74,Windy,SNCO 5B,34.54
28/06/2020 08:00,27.41,41.66,5,0.66,21.21,Rain,SNCO 10B,28.92
28/06/2020 09:00,18.26,52.21,10,4.58,51.91,Rain,SNCO 20B,27.22
28/06/2020 10:00,24.42,40.07,6,3.4,31.42,Cloudy,SNCO 7A,22.37
28/06/2020 11:00,11.76,41.06,7,0.56,41.76,Clear,MOQ 1,32.9
28/06/2020 12:00,14.28,61.12,6,1.71,37.6,Clear,MOQ 1,17.08
28/06/2020 13:00,17.85,63.49,1,4.6,50.62,Cloudy,CBQ 26,33.75
28/06/2020 14:00,30.69,40.3,10,0.91,63.93,Cloudy,CBQ 2,26.56
28/06/2020 15:00,14.07,59.99,10,4.9,25.51,Clear,SOQ 7,21.76
28/06/2020 16:00,31.82,67.62,2,3.67,36.06,Cloudy,SOQ 2,23.8
28/06/2020 17:00,26.24,71.96,3,0.97,46.51,Rain,MOQ 15,16.44
28/06/2020 18:00,20.88,62.16,2,1.32,41.81,Cloudy,CBQ 22,32
28/06/2020 19:00,21.48,52.21,6,2.24,55.55,Cloudy,CBQ 22,36.49
28/06/2020 20:00,22.37,54.64,2,4.64,25.82,Windy,CBQ 12,20.15
28/06/2020 21:00,11.02,67.38,7,4.68,47.29,Cloudy,SOQ 20,21.12
28/06/2020 22:00,30.14,66.3,1,0.69,26.47,Clear,SOQ 4,15.12
28/06/2020 23:00,14.53,70.11,4,0.62,67.89,Windy,SNCO 13B,38.97
29/06/2020 00:00,16.27,54.4,5,0.75,24.69,Clear,SNCO 9A,39.67
29/06/2020 01:00,23.45,36.68,8,4.71,27.93,Clear,SNCO 20A,25.86
29/06/2020 02:00,18.88,56.76,6,1.56,64.19,Windy,SNCO 20B,25.25
29/06/2020 03:00,21.06,40.8,5,2.74,62.65,Windy,CBQ 19,27.14
29/06/2020 04:00,13.02,69.5,7,4.15,20.05,Clear,SOQ 20,34.91
29/06/2020 05:00,12.01,72.36,3,2.56,60.91,Clear,SNCO 11A,37.83
29/06/2020 06:00,32.6,73.16,4,3.69,64.12,Rain,CBQ 25,35.2
29/06/2020 07:00,30.09,60.23,8,4.29,44.53,Clear,SNCO 11B,35.72
29/06/2020 08:00,16.26,31,4,4.76,38.57,Clear,SNCO 19A,24.36
29/06/2020 09:00,33.73,60.01,0,1.14,27.24,Clear,MOQ 1,24.28
29/06/2020 10:00,27.85,45.78,9,0.89,60.08,Clear,SOQ 12,39.22
29/06/2020 11:00,13.95,48.04,1,3.79,35.02,Cloudy,MOQ 20,33.78
29/06/2020 12:00,22.99,56.68,5,1.19,52.16,Windy,CBQ 4,38.8
29/06/2020 13:00,28.33,55.86,4,4.03,63.23,Windy,SOQ 3,39.42
29/06/2020 14:00,20.78,48.01,8,4.26,43.73,Rain,SNCO 4A,20.05
29/06/2020 15:00,22.11,77.48,3,2.48,56.26,Clear,MOQ 17,29.75
29/06/2020 16:00,33.43,57.84,6,2.92,39.19,Clear,MOQ 6,18.32
29/06/2020 17:00,12.61,64.77,0,3.46,35.54,Rain,MOQ 11,19.62
29/06/2020 18:00,27.89,76.81,2,2.61,62.46,Rain,SOQ 19,23.88
29/06/2020 19:00,16.14,65.4,10,3.68,20.48,Clear,SOQ 7,39.54
29/06/2020 20:00,20.83,63.42,8,3.1,25.67,Clear,SOQ 15,37.46
29/06/2020 21:00,27.1,52.28,5,4.51,67.22,Windy,MOQ 10,38.4
29/06/2020 22:00,24.92,59.34,8,3.22,46.94,Rain,SOQ 9,28.17
29/06/2020 23:00,28.48,39.45,2,4.35,29.16,Windy,MOQ 4,16.54
30/06/2020 00:00,31.25,57.24,7,2.11,64.91,Rain,SOQ 1,29.68
30/06/2020 01:00,27.73,45.66,10,4.69,38.89,Clear,MOQ 4,21.83
30/06/2020 02:00,22.17,60.41,5,1.01,38.11,Windy,MOQ 12,29.79
30/06/2020 03:00,10.6,72.75,5,4.19,69.8,Cloudy,MOQ 6,38.44
30/06/2020 04:00,33.32,64.33,8,3.81,22.07,Windy,SOQ 12,18.35
30/06/2020 05:00,13.67,48.72,6,0.51,22.69,Cloudy,CBQ 4,33.13
30/06/2020 06:00,16.79,77.73,6,4.8,64.74,Rain,MOQ 11,39.45
30/06/2020 07:00,19.08,52.98,5,1.83,23.53,Clear,CBQ 25,31.36
30/06/2020 08:00,32.28,68.5,5,1.66,37.42,Rain,MOQ 20,24.6
30/06/2020 09:00,17.14,31.7,10,3.29,60.79,Cloudy,CBQ 22,25.41
30/06/2020 10:00,12.74,75.24,1,3.78,22.83,Cloudy,CBQ 18,22.95
30/06/2020 11:00,16.5,67.01,6,3.71,24.97,Clear,SNCO 10A,24.15
30/06/2020 12:00,23.58,64.93,10,1.27,29.01,Clear,CBQ 22,25.2
30/06/2020 13:00,11.77,67.88,2,2.39,28.57,Windy,MOQ 11,18.38
30/06/2020 14:00,28.71,33.06,4,3.04,32.72,Cloudy,CBQ 19,19.72
30/06/2020 15:00,34.52,44.6,2,4.16,28.22,Windy,MOQ 16,30.04
30/06/2020 16:00,10.75,62.44,2,1.43,64.98,Clear,MOQ 13,15.76
30/06/2020 17:00,20.25,55.78,5,2.58,40.19,Windy,SOQ 11,36.63
30/06/2020 18:00,23.5,52.48,2,1.94,40.47,Windy,MOQ 9,26.3
30/06/2020 19:00,33.49,45.45,2,2.68,64.91,Cloudy,MOQ 3,23.86
30/06/2020 20:00,21.65,60.19,3,3.21,52.51,Rain,MOQ 13,39.75
30/06/2020 21:00,22.87,45.46,2,1.01,65.92,Rain,CBQ 12,25.26
30/06/2020 22:00,21.44,40.5,5,3.69,53.56,Clear,CBQ 3,27.3
30/06/2020 23:00,31.14,55.33,1,2.12,43.29,Rain,SNCO 7B,30.12
01/07/2020 00:00,13.78,34.85,7,0.89,61.99,Rain,SNCO 14B,34.85
01/07/2020 01:00,17.41,41.21,0,1.43,32.63,Rain,SOQ 20,31.63
01/07/2020 02:00,16.34,34.05,10,4.12,29.42,Windy,MOQ 6,17.82
01/07/2020 03:00,32.2,70.56,4,1.81,23.72,Windy,MOQ 1,25.36
01/07/2020 04:00,17.12,74.95,0,1.99,60.37,Windy,CBQ 13,24.86
01/07/2020 05:00,24.19,57.34,2,0.81,39.44,Windy,MOQ 14,21.12
01/07/2020 06:00,34.88,59.18,7,4.8,20.91,Clear,SOQ 13,21.36
01/07/2020 07:00,25.69,30.78,8,3.95,24.98,Windy,SNCO 8A,21.79
01/07/2020 08:00,13.46,55.24,9,0.73,37.13,Windy,MOQ 10,21.22
01/07/2020 09:00,13.93,71.67,8,3.33,35.87,Rain,SNCO 10A,39.47
01/07/2020 10:00,18.67,44.89,5,3.5,46.38,Windy,SNCO 7A,28.55
01/07/2020 11:00,19.22,34.13,5,2.26,26.76,Rain,MOQ 12,20.03
01/07/2020 12:00,24.77,30.65,3,0.95,53.83,Windy,MOQ 12,18.45
01/07/2020 13:00,11.45,34.68,10,0.54,60.62,Clear,MOQ 3,30.1
01/07/2020 14:00,30.9,47.97,7,4.91,50.13,Rain,CBQ 11,39.32
01/07/2020 15:00,21.47,67.95,7,4.33,21.72,Windy,MOQ 18,18.25
01/07/2020 16:00,15.21,35.95,10,3.89,37.35,Windy,CBQ 22,24.26
01/07/2020 17:00,23.61,40.79,1,2.06,22.68,Rain,MOQ 5,18.02
01/07/2020 18:00,24.34,48.86,4,2.63,52.8,Clear,SNCO 19B,18.36
01/07/2020 19:00,30.34,46.22,4,1.88,38.38,Windy,MOQ 12,16.54
01/07/2020 20:00,25.55,36.51,2,0.82,67.72,Cloudy,MOQ 9,24.64
01/07/2020 21:00,13.27,64.33,10,3.04,66.66,Rain,SOQ 12,17.37
01/07/2020 22:00,34.53,53.93,4,2.29,49.9,Clear,MOQ 6,30.59
01/07/2020 23:00,13.17,42.92,0,4.49,34.95,Windy,CBQ 27,20.22
02/07/2020 00:00,28.49,49.19,9,1.56,27.65,Rain,SOQ 8,38.86
02/07/2020 01:00,24.99,51.41,7,1.03,40.24,Windy,SNCO 11B,35.88
02/07/2020 02:00,11.51,54.84,3,4.95,65.49,Windy,MOQ 20,32.8
02/07/2020 03:00,34.07,62.89,0,2,36.66,Cloudy,MOQ 8,24.06
02/07/2020 04:00,11.19,59.49,7,3.61,46.25,Cloudy,SOQ 17,30.29
02/07/2020 05:00,12.08,77.15,7,1.2,26.07,Clear,SNCO 8B,31.63
02/07/2020 06:00,24.19,44.01,2,1.85,40.43,Clear,SOQ 1,20.22
02/07/2020 07:00,34.11,45.32,10,1.09,61.56,Rain,SOQ 16,15.11
02/07/2020 08:00,34.92,49.81,0,3.05,52.69,Clear,SOQ 17,23.27
02/07/2020 09:00,15.83,59.9,10,1.27,38.94,Cloudy,SOQ 16,31.64
02/07/2020 10:00,17.82,31.83,4,4.99,54.38,Windy,CBQ 12,23.83
02/07/2020 11:00,22.29,59.77,10,3.14,43.85,Clear,CBQ 16,29.76
02/07/2020 12:00,10.61,41.2,10,2.67,21.95,Rain,CBQ 16,39.63
02/07/2020 13:00,13.37,51.97,0,4.96,32.18,Cloudy,MOQ 16,15.45
02/07/2020 14:00,28.37,52.46,0,4.51,28.45,Cloudy,SNCO 19A,20.37
02/07/2020 15:00,32.21,33.98,5,1.08,21.19,Windy,SOQ 5,15.25
02/07/2020 16:00,34.2,77.23,1,4.87,60.75,Cloudy,SNCO 14B,33.74
02/07/2020 17:00,24.11,57.1,6,1,59.54,Rain,MOQ 19,32.19
02/07/2020 18:00,31.77,32.21,5,2.96,65.24,Cloudy,SNCO 4B,31.2
02/07/2020 19:00,31.7,62.65,4,1.64,49.04,Cloudy,SOQ 5,32.8
02/07/2020 20:00,21.5,65.28,4,3.13,20.28,Windy,CBQ 21,17.35
02/07/2020 21:00,34.32,34.96,7,2.64,44.18,Clear,SOQ 6,28.13
02/07/2020 22:00,28.84,37.97,3,2.03,64.92,Cloudy,SOQ 5,40
02/07/2020 23:00,27.73,47.3,0,2.18,50.12,Clear,MOQ 19,31.34
03/07/2020 00:00,29.26,63.56,2,2.37,22.62,Windy,CBQ 5,23.96
03/07/2020 01:00,19.87,34.4,10,2.12,33.48,Clear,CBQ 3,31.5
03/07/2020 02:00,14.52,78.25,6,2.74,23.65,Cloudy,MOQ 15,24.39
03/07/2020 03:00,28.7,56.53,8,0.7,58.82,Clear,CBQ 4,29.49
03/07/2020 04:00,24.57,66.9,8,1.65,32.97,Clear,SOQ 15,32.99
03/07/2020 05:00,23.66,55.47,6,2.99,29.75,Clear,MOQ 4,22.58
03/07/2020 06:00,32.92,35.28,8,2.43,41.51,Cloudy,MOQ 16,29.14
03/07/2020 07:00,17.76,57.99,10,2.32,51.04,Rain,MOQ 11,18.15
03/07/2020 08:00,31.8,56.28,4,4.17,37.74,Rain,SOQ 16,18.96
03/07/2020 09:00,33.69,36.02,1,0.59,42.89,Cloudy,CBQ 6,34.31
03/07/2020 10:00,15.53,66.24,4,2.46,55.78,Rain,SOQ 18,33.17
03/07/2020 11:00,33.97,74.32,8,3.02,66.1,Windy,CBQ 2,19.38
03/07/2020 12:00,22.83,62.22,7,3.57,34.23,Cloudy,SOQ 10,35.41
03/07/2020 13:00,13.84,30.47,9,3.26,27.18,Clear,MOQ 8,29.28
03/07/2020 14:00,31.78,46.53,3,4.8,47.65,Cloudy,CBQ 5,30.51
03/07/2020 15:00,30.21,60.11,9,3.2,61.54,Cloudy,SOQ 7,32.26
03/07/2020 16:00,24.02,52.94,9,4.83,27.03,Clear,SOQ 9,36.89
03/07/2020 17:00,18.66,79.79,8,3.11,44.22,Cloudy,SOQ 17,39.76
03/07/2020 18:00,28.72,64.15,0,1.8,43.43,Windy,SOQ 16,24.68
03/07/2020 19:00,30.55,59.36,6,4.84,25.9,Cloudy,MOQ 18,31.14
03/07/2020 20:00,20.57,40.06,5,3.45,44.22,Rain,SOQ 5,28.13
03/07/2020 21:00,10.02,49.45,4,1.65,49.19,Rain,CBQ 22,22.98
03/07/2020 22:00,13.68,36.5,4,1.84,57.81,Windy,MOQ 9,38.88
03/07/2020 23:00,30.99,69.35,0,2.71,51.44,Cloudy,SOQ 8,26.6
04/07/2020 00:00,13.01,65.97,7,0.77,53.92,Rain,SOQ 7,29.13
04/07/2020 01:00,23.13,31.99,3,2.48,53.25,Cloudy,CBQ 10,26.01
04/07/2020 02:00,25.75,66.75,10,4.57,24.98,Windy,MOQ 12,33.54
04/07/2020 03:00,21.28,60.64,8,4.51,57.5,Clear,SNCO 20A,36.36
04/07/2020 04:00,16.69,51.77,3,4.31,36.97,Clear,MOQ 10,30.87
04/07/2020 05:00,25.07,38.17,8,2.74,44.8,Clear,CBQ 9,27.45
04/07/2020 06:00,11.82,59.01,9,3.43,42.34,Clear,CBQ 9,22.23
04/07/2020 07:00,22.18,40.91,0,3.28,61.46,Windy,SNCO 15A,36.56
04/07/2020 08:00,34.72,49.34,8,0.73,66.49,Clear,CBQ 5,33.19
04/07/2020 09:00,12.69,50.56,5,2.61,68.09,Clear,SNCO 4A,29.77
04/07/2020 10:00,11.08,37.33,4,2.36,59.51,Windy,SOQ 18,20.47
04/07/2020 11:00,28.27,39.64,7,1.82,44.37,Cloudy,CBQ 19,28.43
04/07/2020 12:00,10.34,50.02,7,1.8,31.09,Cloudy,SNCO 3A,35.4
04/07/2020 13:00,11.86,38.87,6,2.3,20.82,Cloudy,SNCO 19A,25.34
04/07/2020 14:00,33.2,51.98,9,1.96,43.3,Clear,SNCO 14B,25.06
04/07/2020 15:00,23.73,33.84,9,1.78,58.94,Rain,MOQ 3,22.44
04/07/2020 16:00,28.83,58.54,4,1.32,58.89,Cloudy,CBQ 27,23.92
04/07/2020 17:00,25.17,69.27,6,3.22,53.02,Clear,MOQ 7,17.42
04/07/2020 18:00,31.58,39.11,2,2.81,55.2,Clear,SNCO 3A,32.26
04/07/2020 19:00,10.22,44.34,9,4.52,69.76,Rain,SNCO 13A,16.94
04/07/2020 20:00,12.73,52.78,4,1.46,52.67,Cloudy,SNCO 8A,30.57
04/07/2020 21:00,19.73,64.39,6,2.8,65.57,Rain,MOQ 2,30.28
04/07/2020 22:00,19.14,55,5,2.4,31.53,Windy,CBQ 28,33.97
04/07/2020 23:00,31.87,65.36,6,1.26,38.56,Cloudy,MOQ 16,25.02
05/07/2020 00:00,17.15,46.63,3,2.48,42.51,Windy,MOQ 5,37.6
05/07/2020 01:00,13.14,44.18,1,1,31.98,Rain,MOQ 7,34.81
05/07/2020 02:00,25.46,69.53,7,1.96,37.83,Clear,MOQ 5,16.88
05/07/2020 03:00,10.88,49.52,2,4.92,51.88,Clear,SNCO 5A,20.77
05/07/2020 04:00,26.33,58.35,5,1.61,38.13,Clear,SNCO 19A,23.27
05/07/2020 05:00,30.52,77.9,1,3.21,37.47,Windy,SNCO 6B,26.08
05/07/2020 06:00,16.84,40.21,8,1.48,32.26,Cloudy,MOQ 18,22.12
05/07/2020 07:00,23.62,75.81,4,3.74,54.51,Windy,SNCO 2B,21.33
05/07/2020 08:00,11.27,66.65,1,2.68,59.8,Clear,MOQ 14,19.59
05/07/2020 09:00,32.88,35.91,5,3.25,61.81,Windy,CBQ 8,26.25
05/07/2020 10:00,16.08,59.32,1,0.61,46.82,Clear,SOQ 8,19.61
05/07/2020 11:00,32.23,59.25,5,0.92,54.01,Clear,SNCO 13A,30.2
05/07/2020 12:00,18.12,41.14,7,2.97,44.73,Clear,SNCO 14A,28.68
05/07/2020 13:00,22.02,61.29,5,2.81,55.95,Rain,SNCO 20A,30.05
05/07/2020 14:00,22.86,57.85,10,1.35,47.65,Clear,CBQ 18,18.38
05/07/2020 15:00,26.66,60.49,3,1.61,50.29,Cloudy,MOQ 10,16.89
05/07/2020 16:00,26.39,68.73,1,3.98,40.12,Rain,SNCO 5B,21.23
05/07/2020 17:00,14.68,76.89,1,3.07,68.17,Clear,SOQ 15,23.84
05/07/2020 18:00,17.75,40.7,10,4.1,24.29,Rain,SNCO 11B,24.21
05/07/2020 19:00,34.33,57,10,4.13,62.73,Cloudy,CBQ 14,34.16
05/07/2020 20:00,16.35,79.46,7,2.51,31.2,Cloudy,CBQ 8,20.55
05/07/2020 21:00,16.97,42.13,4,2.06,20.63,Rain,SOQ 1,24.34
05/07/2020 22:00,19.5,71.86,0,4.71,38.66,Windy,SNCO 18B,21.83
05/07/2020 23:00,21.9,53.65,2,1.4,46.47,Cloudy,MOQ 14,21.05
06/07/2020 00:00,28.42,31.02,7,0.66,22.72,Windy,CBQ 8,18.98
06/07/2020 01:00,28.25,74.49,5,1.81,38.32,Cloudy,SNCO 18A,39.53
06/07/2020 02:00,13.34,78.87,3,1.33,51.75,Windy,MOQ 6,21.22
06/07/2020 03:00,32.46,79.25,7,0.79,59.53,Cloudy,CBQ 8,39.21
06/07/2020 04:00,26.49,65.47,1,0.73,35.72,Cloudy,SOQ 11,19.23
06/07/2020 05:00,20.38,79.04,7,2.53,26.86,Windy,MOQ 14,22.23
06/07/2020 06:00,11.25,44.56,8,2.97,54.5,Clear,CBQ 29,34.08
06/07/2020 07:00,22.32,45.34,5,4.37,33.34,Rain,MOQ 5,30.35
06/07/2020 08:00,23.65,41.04,7,1.8,34.13,Cloudy,SOQ 14,16.85
06/07/2020 09:00,18.21,57.63,6,0.96,58.72,Cloudy,SNCO 10A,31.92
06/07/2020 10:00,26.08,44.73,6,3.71,54.66,Rain,MOQ 10,26.37
06/07/2020 11:00,31.35,71.01,7,1.13,62.58,Rain,SOQ 10,35.89
06/07/2020 12:00,27.6,38.88,2,1.71,61.14,Windy,MOQ 11,39.16
06/07/2020 13:00,21.45,50.93,3,4.54,52.78,Rain,CBQ 7,22.62
06/07/2020 14:00,24.71,38.32,9,4.22,65.74,Clear,MOQ 14,37.28
06/07/2020 15:00,33.58,67.2,5,3.45,23.99,Cloudy,SOQ 9,32.77
06/07/2020 16:00,29.27,50.06,10,2.8,37.11,Clear,MOQ 4,15.24
06/07/2020 17:00,22.84,70.06,9,4.01,63.45,Windy,CBQ 6,39.36
06/07/2020 18:00,20.8,51.49,5,4.43,22.47,Clear,MOQ 3,33.44
06/07/2020 19:00,31.08,66.24,10,4.71,28.67,Windy,SOQ 8,38.19
06/07/2020 20:00,29.78,35.32,9,1.87,26.48,Windy,SNCO 8A,37.05
06/07/2020 21:00,26.83,38.8,0,0.65,63.5,Windy,MOQ 20,33.87
06/07/2020 22:00,31.8,50.3,2,4.18,26.76,Rain,SOQ 12,34.62
06/07/2020 23:00,33.87,55.45,5,1.72,21.66,Windy,SOQ 9,30.83
07/07/2020 00:00,27.6,65.22,9,2.9,58.78,Clear,CBQ 12,21.33
07/07/2020 01:00,32.54,78.13,1,3.97,68.72,Cloudy,SOQ 13,23.93
07/07/2020 02:00,21.46,41.19,6,4.1,48.69,Rain,MOQ 20,21.24
07/07/2020 03:00,14.51,74.48,3,2.79,57.78,Windy,SOQ 11,38.3
07/07/2020 04:00,12.31,48.84,10,2.2,67.66,Cloudy,CBQ 11,38.75
07/07/2020 05:00,20.61,69.65,10,4.59,31.78,Cloudy,MOQ 4,18.42
07/07/2020 06:00,34.4,40.46,6,3.91,44.89,Rain,SNCO 3B,32.32
07/07/2020 07:00,27.18,32.98,3,0.66,33.09,Clear,SNCO 8B,26.95
07/07/2020 08:00,25.9,74.22,3,2.06,56.7,Rain,SNCO 15A,28.13
07/07/2020 09:00,17.35,61.72,10,3.36,57,Rain,SNCO 12B,24.52
07/07/2020 10:00,26.46,34.8,3,2.11,49.06,Cloudy,SOQ 10,27.82
07/07/2020 11:00,11.72,35.28,2,4.3,21.26,Rain,SOQ 1,35.44
07/07/2020 12:00,11.98,51.69,10,1.14,28.61,Windy,MOQ 7,23.81
07/07/2020 13:00,14.69,54.71,4,4.47,47.78,Windy,CBQ 18,26.52
07/07/2020 14:00,31.45,67.69,4,1.98,42.39,Rain,MOQ 15,24.27
07/07/2020 15:00,14.41,77.95,0,3.53,65.58,Rain,SNCO 10A,17.69
07/07/2020 16:00,21.83,44.78,5,0.97,69.01,Clear,MOQ 3,39.28
07/07/2020 17:00,30.17,32.07,8,4.03,47.57,Rain,MOQ 10,30.7
07/07/2020 18:00,19.1,41.76,7,2.65,31.45,Cloudy,MOQ 13,29.98
07/07/2020 19:00,16.66,61.85,10,4.46,32.11,Windy,MOQ 3,24.82
07/07/2020 20:00,10.1,53.79,3,3.14,44.9,Windy,MOQ 4,15.9
07/07/2020 21:00,28.48,66.2,8,3.98,63.94,Windy,SOQ 4,15.1
07/07/2020 22:00,28.07,79.8,5,0.77,52.81,Rain,SOQ 2,33.25
07/07/2020 23:00,28.46,52.48,9,4.47,43.61,Rain,CBQ 2,28.4
08/07/2020 00:00,11.17,79.91,8,3.24,63.34,Rain,MOQ 5,35.44
08/07/2020 01:00,12.22,54.66,2,4.03,46.03,Cloudy,SOQ 18,17.89
08/07/2020 02:00,34.85,32.05,3,4.95,51.39,Rain,MOQ 10,37.53
08/07/2020 03:00,27.92,50.17,4,2.06,50.58,Cloudy,CBQ 26,33.45
08/07/2020 04:00,28.17,47.37,4,4.52,21.42,Rain,MOQ 18,34.2
08/07/2020 05:00,17,64.47,3,4.33,61.63,Rain,CBQ 26,32.67
08/07/2020 06:00,18.67,69.99,1,0.78,67.2,Cloudy,MOQ 6,24.94
08/07/2020 07:00,15.7,45.4,5,4.32,47.87,Rain,SOQ 16,20.71
08/07/2020 08:00,20.1,78.68,3,0.7,56.92,Windy,SOQ 17,33.25
08/07/2020 09:00,18.98,74.03,6,3.68,63.53,Rain,CBQ 9,19.48
08/07/2020 10:00,27.68,46.34,6,2.87,49.18,Cloudy,CBQ 2,34.73
08/07/2020 11:00,17.26,77.06,1,2.53,56.66,Clear,SOQ 3,39.27
08/07/2020 12:00,29.67,73.41,1,4.97,29.55,Clear,MOQ 7,26.64
08/07/2020 13:00,28.06,41.46,0,1.16,20.69,Rain,SNCO 12A,17.57
08/07/2020 14:00,27.62,57.52,0,0.9,52.92,Clear,SNCO 15B,38.04
08/07/2020 15:00,29.27,65.27,7,1.95,52.85,Rain,CBQ 11,17.03
08/07/2020 16:00,22.36,67.24,2,1.31,59.2,Rain,SNCO 20B,26.9
08/07/2020 17:00,15.35,74.05,5,0.71,51.19,Windy,CBQ 9,33.8
08/07/2020 18:00,21.37,57.89,10,4.01,32.74,Clear,SNCO 14B,34.38
08/07/2020 19:00,14.57,57.15,1,2.47,64.2,Cloudy,SOQ 14,22.11
08/07/2020 20:00,22.47,70.29,0,3.61,36.04,Cloudy,SNCO 7A,29.54
08/07/2020 21:00,15.96,77.38,9,4.05,27.03,Windy,SNCO 17A,27.67
08/07/2020 22:00,24.1,76.09,5,4.32,47.08,Rain,SNCO 16A,29.87
08/07/2020 23:00,16.2,56.54,10,1.58,53.7,Rain,CBQ 4,27.32
09/07/2020 00:00,27.35,70.47,1,3.18,67.44,Rain,SNCO 10B,37.99
09/07/2020 01:00,27.23,61.08,3,1.67,56.36,Windy,MOQ 15,29.08
09/07/2020 02:00,23.85,63.88,10,1.46,31.6,Rain,SNCO 7A,31.26
09/07/2020 03:00,17.32,58.37,3,4.11,61.77,Windy,CBQ 19,23.12
09/07/2020 04:00,17.07,60.84,10,3.28,25.62,Cloudy,CBQ 12,28.79
09/07/2020 05:00,22.91,44.71,8,0.95,21.51,Rain,SOQ 16,37.48
09/07/2020 06:00,27.85,47.91,6,3.09,42.53,Cloudy,SOQ 20,22.74
09/07/2020 07:00,10.65,31.4,7,0.68,47.92,Cloudy,SOQ 9,39.82
09/07/2020 08:00,25.8,63.26,0,4.82,60.59,Windy,MOQ 14,20.62
09/07/2020 09:00,19.17,76.34,4,0.76,66.05,Rain,SNCO 20A,24.12
09/07/2020 10:00,30.86,58.22,1,2.37,40.69,Clear,MOQ 12,33.26
09/07/2020 11:00,24.85,37.01,3,2.45,61.46,Clear,SNCO 4B,25.11
09/07/2020 12:00,31.52,41.21,9,3.54,50.09,Rain,MOQ 17,34.04
09/07/2020 13:00,20.66,39.75,6,4.53,25.53,Clear,MOQ 17,38.77
09/07/2020 14:00,29.92,58.09,6,0.83,67.22,Rain,MOQ 13,17.09
09/07/2020 15:00,19.62,62.68,7,0.67,43.2,Cloudy,SNCO 3A,28.85
09/07/2020 16:00,24.44,43.65,4,0.57,62.8,Clear,CBQ 17,15.58
09/07/2020 17:00,23.59,61.15,6,3.39,66.44,Rain,SNCO 9B,31.76
09/07/2020 18:00,26.69,62.8,5,0.71,20.85,Windy,SOQ 6,22.71
09/07/2020 19:00,17.29,79.63,4,1.96,50.43,Windy,MOQ 19,19.06
09/07/2020 20:00,23.18,58.21,1,3.34,54.92,Rain,SNCO 13A,38.16
